0.4001,8.82,0
1.6001,7.2698,0
1.9,6.4502,0
2.1,5.6297,0
0.7999,5.0501,0
0.6001,4.9997,1.3039
1.9,6.9703,132.19
1.6001,9.7201,336.31
1.3001,12.6,536.51
0.7,15.53,703.21
0.4001,18.1,818.9
0.6001,20.16,872.59
1.1001,21.63,861.9
2.5001,22.5,792.11
2.3001,22.73,661.7
1.1001,22.18,485.09
2.3001,20.72,279.9
1.6001,18.63,88.202
2.1,16.47,0.0931
1.9,14.8,0
2.6999,13.14,0
2.3001,11.57,0
1.6001,10.01,0
2.5001,8.44,0
