2.1,5.5602,0
1.1001,4.8496,0
1.6001,4.1399,0
2.1999,3.4596,0
1.9,3.0896,0
1.9,2.7297,0
1.9,2.4898,0
1.6001,2.8598,8.8015
2.3999,3.0402,16.998
2.1,6.5097,274.11
2.8,7.93,242.41
4.4001,10.12,409.9
4.7,12.32,529.6
3.0001,14.12,544.41
2.6,15.57,562.9
3.9001,15.27,283.61
3.3999,14.73,243.31
3.9001,13.41,107
5.4,11.76,0.9935
4.7,10.83,0
2.3999,9.8996,0
2.1,8.9702,0
1.1001,8.0399,0
0.5,7.1104,0
